symbol,cap,sector,ma_50,ma_100,ma_200,spot_price_comparison
ACGL,34430205952.0,Financial Services,96.45309999999999,94.92654999999999,92.202675,True
ACLX,6712020480.0,Healthcare,95.0209,83.82594999999999,79.516775,True
ACWI,29397749760.0,Financial Services,143.4615,142.55105,138.320525,True
ACWX,8028638720.0,Financial Services,70.8167,69.00095,66.11127499999999,True
AEIS,12445938688.0,Industrials,305.544512,261.684756,210.90022800000003,True
AEP,71609999360.0,Utilities,127.5227,122.80095000000001,116.89307500000001,True
AIRR,8511391744.0,Financial Services,114.3168,107.5423,99.1759,True
AKAM,16768612352.0,Technology,103.70519999999999,95.9077,86.28685,True
ALKS,5798751232.0,Healthcare,31.413833999999998,30.423917000000003,29.7284585,True
APA,14755313664.0,Energy,31.972700000000003,28.47125,24.987625,True
ASND,13879316480.0,Healthcare,227.49277600000002,218.036188,204.25484399999996,True
ASO,3800847616.0,Consumer Cyclical,57.107736,53.998468,52.160684,True
AUGO,7332391424.0,Basic Materials,74.2842,60.1627,47.03160220994475,True
AZN,156962324480.0,Healthcare,194.20839999999995,161.1448,119.2607,True
BKR,59817926656.0,Energy,59.932199999999995,54.0806,49.25545,True
BPOP,8869158912.0,Financial Services,135.851538,128.388969,123.16748450000001,True
BTSG,8244226560.0,Healthcare,40.699238,38.479119,31.904159500000002,True
CASY,27446579200.0,Consumer Cyclical,668.2617999999999,617.1851,572.40505,True
CELC,5436082688.0,Healthcare,109.9554,104.7558,74.03895,True
CENX,6169049600.0,Basic Materials,51.843999999999994,43.62480000000001,33.9626,True
CFLT,11083508736.0,Technology,30.5766,27.993999999999996,24.894381443298972,True
CGON,5664335360.0,Healthcare,58.95179999999999,51.1277,41.662,True
CHRD,8058162176.0,Energy,114.5701,103.66565,102.48002500000001,True
CNTA,5335430656.0,Healthcare,26.9239,26.32255,22.580425,True
CRUS,7512693760.0,Technology,138.0611,129.51555,122.28257500000001,True
CSCO,310832627712.0,Technology,79.2158,77.8022,73.25434999999999,True
CSX,76214067200.0,Industrials,40.1525,37.95655,36.203425,True
DGRW,16237578240.0,Financial Services,90.8775,90.25245000000001,88.603825,True
DNTH,3313686016.0,Healthcare,63.2622,52.4495,39.898649999999996,True
DVY,22260994048.0,Financial Services,152.43210000000002,147.54545,142.997875,True
EQIX,98589949952.0,Real Estate,919.66368,844.25454,820.09852,True
ERAS,5448315904.0,Healthcare,13.3055,8.70785,5.243974999999999,True
EUFN,4449306112.0,Financial Services,36.329,36.1202,34.6365,True
EVRG,19058139136.0,Utilities,80.4186,77.4941,75.06965,True
EXAS,20026081280.0,Healthcare,103.0856,96.55310000000001,74.74429292929294,True
EXC,50326188032.0,Utilities,47.31849999999999,45.904450000000004,45.260375,True
FANG,54661263360.0,Energy,176.30829980000001,163.3183499,152.94102495,True
FCFS,8854855680.0,Financial Services,185.08961599999998,173.04970800000004,158.194454,True
FIVE,12980178944.0,Consumer Cyclical,213.254,194.7245,169.15699999999998,True
FLEX,25160534016.0,Technology,64.27343,63.29801500000001,59.1058075,True
FORM,7951521792.0,Technology,90.722482,74.750541,55.21647049999999,True
