symbol,cap,sector,ma_50,ma_100,ma_200,spot_price_comparison
ACGL,33283008512.0,Financial Services,96.0898,94.57600000000001,92.10064999999999,True
ACLX,6700032000.0,Healthcare,91.40459999999999,82.735,78.53505,True
ACWI,28753319936.0,Financial Services,143.961,142.6524,138.0841,True
AEP,70366019584.0,Utilities,126.54719999999999,122.3327,116.31025,True
AKAM,16589675520.0,Technology,101.9428,94.26790000000001,85.57314999999998,True
APA,15680832512.0,Energy,30.6616,27.6777,24.546800000000005,True
APGE,4357811200.0,Healthcare,71.2396,71.2175,56.4828,True
BIIB,26980087808.0,Healthcare,184.8042,178.91420000000002,158.2006,True
BKR,62476279808.0,Energy,59.25820000000001,53.547,48.822399999999995,True
BTSG,8192935936.0,Healthcare,40.453199999999995,38.0965,31.4888,True
CASY,26474684416.0,Consumer Cyclical,660.8444000000001,608.9119,567.9372,True
CELC,5124654080.0,Healthcare,109.50219999999999,103.251,72.04979999999999,True
CFLT,11083508736.0,Technology,30.5766,27.993999999999996,24.865628140703517,True
CGON,5456202752.0,Healthcare,58.0384,50.06099999999999,40.85555,True
CRUS,7317247488.0,Technology,136.6018,128.7407,121.45234999999998,True
CSCO,315771453440.0,Technology,78.944,77.5906,72.99345,True
CSX,73768747008.0,Industrials,39.7802,37.746,36.034349999999996,True
DGRW,16243653632.0,Financial Services,91.13380000000001,90.29439999999998,88.50365,True
DNTH,3116616704.0,Healthcare,60.2342,50.4821,38.5977,True
DVY,21983502336.0,Financial Services,152.1714,147.0532,142.61365,True
ENSG,11660910592.0,Healthcare,198.77379999999997,188.88010000000003,176.09715,True
EQIX,94619467776.0,Real Estate,904.4177999999999,837.8408000000001,818.2252000000001,True
EVRG,18618265600.0,Utilities,79.9528,77.275,74.7801,True
EXAS,20026081280.0,Healthcare,103.0856,96.5531,74.54310000000001,True
EXC,49426042880.0,Utilities,46.9704,45.786500000000004,45.14144999999999,True
FANG,56934817792.0,Energy,172.7548,161.0911,152.0546,True
FCFS,8424327168.0,Financial Services,183.3,171.77660000000003,156.9564,True
FIVE,12247457792.0,Consumer Cyclical,210.54960000000003,191.76350000000002,167.06810000000002,True
FORM,7630499840.0,Technology,89.236,73.01979999999999,53.9524,True
FTCS,8351065600.0,Financial Services,96.3644,94.45349999999999,93.27709999999999,True
GLNG,5600940544.0,Energy,44.698,41.282199999999996,41.093450000000004,True
HOLX,16892942336.0,Healthcare,75.2246,74.9413,71.005,True
HST,12958189568.0,Real Estate,19.2406,18.5199,17.47825,True
IBB,7747578880.0,Financial Services,171.1132,169.63050000000004,154.39675,True
IESC,9443081216.0,Industrials,467.724,437.31300000000005,392.15125,True
IGF,10271656960.0,Financial Services,66.2686,64.0051,62.095650000000006,True
IUSV,23626266624.0,Financial Services,105.0686,103.7233,100.62165,True
JAZZ,11246451712.0,Healthcare,175.727,169.5074,145.905,True
LAUR,4964636160.0,Consumer Defensive,34.122,33.1216,29.82985,True
LNT,18133571584.0,Utilities,69.52159999999999,67.91850000000001,66.3599,True
MBB,39812038656.0,Financial Services,95.5756,95.4463,94.82629999999999,True
MEOH,5044083712.0,Basic Materials,50.833400000000005,44.900999999999996,40.295500000000004,True
NXT,17821554688.0,Technology,113.764,103.00280000000001,86.05860000000001,True
OSIS,4485969408.0,Technology,277.1864,272.9559,252.87905000000003,True
PAA,15832130560.0,Energy,20.5852,19.039599999999997,18.32235,True
PDBC,5569582080.0,Financial Services,15.2872,14.4444,13.875599999999999,True
PLXS,5335060480.0,Technology,195.19260000000003,172.4707,154.80005,True
POWL,6533033984.0,Industrials,510.4608,426.48040000000003,345.961,True
PTGX,6315147264.0,Healthcare,89.05019999999999,87.4332,73.9229,True
QYLD,8310438912.0,Financial Services,17.5834,17.5751,17.22295,True
RDVY,20429232128.0,Financial Services,71.2114,70.148,67.5413,True
REG,13589990400.0,Real Estate,75.373,72.3698,71.84140000000001,True
REGN,76650029056.0,Healthcare,763.442,750.2831000000001,657.8757499999999,True
ROST,68847149056.0,Consumer Cyclical,200.4896,188.3337,166.1389,True
RPRX,19857485824.0,Healthcare,44.309200000000004,41.7769,38.96485,True
SDVY,10706971648.0,Financial Services,40.8424,39.6625,38.27995,True
SEDG,3124559104.0,Energy,38.0844,35.6354,32.95685,True
SLAB,6786608640.0,Technology,189.49239999999998,161.1767,148.83429999999998,True
SQQQ,3970878720.0,Financial Services,71.2956,70.2357,48.10285,True
STRC,27737257984.0,Technology,99.50659999999999,98.95769999999999,98.18752941176471,True
STRL,12893272064.0,Industrials,404.7068,368.02,330.67915,True
TERN,4766912000.0,Healthcare,41.2662,36.9049,21.69195,True
TIGO,12587191296.0,Communication Services,67.46620000000001,59.8183,51.809799999999996,True
TSEM,19213197312.0,Technology,135.5018,122.88069999999999,90.30484999999999,True
UTHR,22914437120.0,Healthcare,495.9188,489.3894,421.2396,True
VIAV,8015314944.0,Technology,27.7016,22.7087,17.046049999999997,True
