symbol,cap,sector,ma_50,ma_100,ma_200,spot_price_comparison
AAPL,4106200809472.0,Technology,266.0426,247.2466,228.31169999999997,True
ADI,137996009472.0,Technology,242.83360000000002,241.21759999999998,227.87579999999997,True
AEIS,8373836800.0,Industrials,198.155,175.35510000000002,144.21535,True
AIRR,6331744256.0,Financial Services,97.1342,93.79790000000001,83.9191,True
AKRO,4498580480.0,Healthcare,52.9208,50.25940000000001,48.1679,True
AMAT,213627633664.0,Technology,231.62460000000002,204.5785,183.0573,True
AMKR,11052018688.0,Technology,33.318599999999996,28.882199999999997,24.0579,True
APA,9272965120.0,Energy,23.990400000000005,22.683199999999996,20.5216,True
APGE,4172287744.0,Healthcare,57.7004,47.703100000000006,42.81795,True
APP,233122512896.0,Technology,610.9244,544.6191,433.2806,True
ARGX,55096369152.0,Healthcare,850.2959999999999,765.9689999999999,675.1332999999998,True
ARQT,3800538368.0,Healthcare,24.258200000000002,20.0959,17.21965,True
ARWR,9484467200.0,Healthcare,42.2294,32.365500000000004,23.79515,True
ASML,433992957952.0,Technology,1030.4286,904.0261,814.6425999999999,True
ASND,12481406976.0,Healthcare,205.5584,197.31889999999999,179.84125,True
ATAT,5814836224.0,Consumer Cyclical,38.424,37.6342,33.62145,True
AVGO,1884462383104.0,Technology,356.86799999999994,335.12440000000004,276.14145,True
AXSM,7438888960.0,Healthcare,134.9042,124.09049999999999,117.50569999999999,True
AZN,283016855552.0,Healthcare,86.0194,81.4646,76.51899999999999,True
BBIO,14143579136.0,Healthcare,62.0666,55.7737,46.29895,True
BIIB,26470957056.0,Healthcare,158.7662,147.2968,138.65285,True
BTSG,6229368320.0,Healthcare,32.2946,27.9179,24.0475,True
CAMT,5420623872.0,Technology,112.83859999999999,100.9917,85.52914999999999,True
CASY,21063929856.0,Consumer Cyclical,549.0016,535.9119999999999,494.75589999999994,True
CDTX,5580557312.0,Healthcare,140.1418,102.8801,64.87975,True
CELC,4813984256.0,Healthcare,74.811,60.3874,35.70855,True
CHRW,18123423744.0,Industrials,142.7434,131.9978,113.9172,True
CNTA,3965423872.0,Healthcare,25.101599999999998,21.7092,17.7256,True
COGT,5740840448.0,Healthcare,24.0392,18.1149,12.299000000000001,True
COHR,28880451584.0,Technology,136.19899999999998,118.6333,96.23764999999999,True
COKE,14313586688.0,Consumer Defensive,140.63459999999998,128.4711,125.84715,True
COLB,6117230592.0,Financial Services,26.481399999999997,26.0079,24.960099999999997,True
COMM,4375586816.0,Technology,16.717399999999998,15.409600000000001,10.513700000000002,True
CORT,8728518656.0,Healthcare,78.3234,75.2698,72.14695,True
CRDO,30675957760.0,Technology,155.5108,141.6566,100.89375,True
CRNX,4497836032.0,Healthcare,43.273,37.5271,34.65975,True
CRUS,6252834816.0,Technology,123.5984,117.87529999999998,109.0085,True
CSCO,311583309824.0,Technology,72.72840000000001,70.416,66.42455,True
CSX,67688677376.0,Industrials,35.4806,34.848800000000004,32.734500000000004,True
CYTK,7630070272.0,Healthcare,61.846399999999996,51.853699999999996,44.65305,True
DGRW,16066009088.0,Financial Services,88.943,88.0126,84.19130000000001,True
DVY,24687300608.0,Financial Services,140.86180000000002,139.9499,135.6886,True
DYN,3170707968.0,Healthcare,18.476,15.235199999999999,13.1512,True
EA,50761637888.0,Technology,201.13119999999998,184.1845,165.08055000000002,True
