symbol,cap,sector,spot_price_comparison,ma_50,ma_100,ma_200
ACT,5672494592.0,Financial Services,True,35.9627001953125,34.990450134277346,34.67187501907349
ALGM,6644355072.0,Technology,True,26.693500061035156,25.51160005569458,23.829550037384035
ALNY,43277082624.0,Healthcare,True,292.234997253418,270.99329833984376,267.2208489227295
ATAT,4669304832.0,Consumer Cyclical,True,30.067600059509278,29.19462501525879,27.813037509918214
AVGO,1294300872704.0,Technology,True,249.61659881591797,222.52959915161134,212.7988493347168
BPOP,7830784512.0,Financial Services,True,103.69240005493164,98.20810028076171,97.71065021514893
CAKE,3253989376.0,Consumer Cyclical,True,55.796399993896486,52.751800079345706,49.81909990310669
CAR,6380697600.0,Industrials,True,122.12279983520507,98.27979999542237,94.02934995651245
CELH,12009966592.0,Consumer Defensive,True,40.017199935913084,35.80730001449585,32.254149990081785
COOP,9681630208.0,Financial Services,True,133.34440002441406,121.9304502105713,109.09877498626709
CRDO,16067407872.0,Technology,True,67.8417993927002,57.886749725341794,56.113349752426146
CRWD,128138387456.0,Technology,True,462.14239990234375,418.93885925292966,380.21715454101565
DASH,101185830912.0,Consumer Cyclical,True,210.5154995727539,199.43145034790038,182.78237495422363
DAVE,3759191552.0,Technology,True,187.27750106811524,139.1175506591797,104.67075038909913
DLTR,21268209664.0,Consumer Defensive,True,91.02759994506836,81.18699989318847,75.69164993286132
EXEL,12585475072.0,Healthcare,True,41.53579986572266,38.96590000152588,35.59254994392395
FLEX,19316707328.0,Technology,True,42.21260017395019,38.74720006942749,38.20575006484985
FUTU,16956577792.0,Financial Services,True,109.54230010986328,106.4111499786377,98.69047506332397
HOOD,83300827136.0,Financial Services,True,68.16139961242676,56.608499641418454,46.15904990196228
INSM,18577209344.0,Healthcare,True,79.73280029296875,77.70880004882812,75.1995000076294
ITRI,6185849344.0,Technology,True,118.18580047607422,110.39920028686524,110.0458501815796
KLAC,122267385856.0,Technology,True,798.5093969726563,746.6451965332031,721.9952978515626
KTOS,7519761408.0,Industrials,True,38.50600021362305,34.08600008010864,30.649650039672853
LAUR,3517868288.0,Consumer Defensive,True,22.18699996948242,20.903700008392335,19.32660001754761
LLYVK,7480780800.0,Communication Services,True,76.10280044555664,73.18525020599365,68.33760005950927
LRCX,126389846016.0,Technology,True,87.94120010375977,80.70030029296875,78.94580024719238
MGNI,3461453056.0,Communication Services,True,16.667000045776366,15.198850040435792,15.143575010299683
NFLX,552042233856.0,Communication Services,True,1204.9234033203124,1083.0657000732422,962.6175985717773
NTRS,25620787200.0,Financial Services,True,107.75139999389648,104.04490005493165,103.20984992980956
NVMI,8377852416.0,Technology,True,215.52080169677734,214.26455017089845,209.06962509155272
NWS,17690972160.0,Communication Services,True,32.4846000289917,31.852199993133546,31.018150053024293
NXT,10055977984.0,Technology,True,54.32209991455078,48.780649948120114,43.685299949645994
OLLI,8029549568.0,Consumer Defensive,True,116.18480026245118,111.42939987182618,106.47109985351562
QUBT,3336659456.0,Technology,True,13.303799962997436,10.104199976921082,8.327089993357658
RKLB,16454665216.0,Industrials,True,27.071600036621092,23.640450019836425,21.574950037002562
RMBS,7077376512.0,Technology,True,56.59379997253418,55.2407999420166,53.80655002593994
RPRX,20448667648.0,Healthcare,True,33.791199951171876,33.18464988708496,30.382774972915648
SANM,5471484928.0,Technology,True,86.29580017089843,82.4996499633789,79.13012496948242
SEIC,11589739520.0,Financial Services,True,84.07660003662109,80.09969985961914,79.43384994506836
SLAB,4999119872.0,Technology,True,128.1688005065918,125.09650024414063,122.56815017700195
SLM,7107822592.0,Financial Services,True,31.960799903869628,30.41540006637573,27.884050006866456
SLNO,4366631424.0,Healthcare,True,77.43900024414063,66.27885017395019,58.442875175476075
SMCI,28981481472.0,Technology,True,41.51620014190674,40.40750015258789,38.13315514564514
SOFI,20526534656.0,Financial Services,True,14.324599990844726,13.442614002227783,13.347206993103027
SRAD,8354724864.0,Technology,True,24.504399871826173,23.16164991378784,19.683624982833862
STNE,4393549824.0,Technology,True,14.13379997253418,12.341299982070923,11.105600011348724
STX,31713708032.0,Technology,True,126.86159957885742,108.50554992675781,101.96482501983643
TRMB,18818549760.0,Technology,True,70.21400001525879,68.63600017547607,68.58435001373292
TTMI,4473752576.0,Technology,True,31.159000091552734,26.635250034332277,24.70937497138977
VIRT,6863352832.0,Financial Services,True,41.522999954223636,39.18520000457764,37.05179996490479
WWD,15014557696.0,Industrials,True,217.58200073242188,199.00330047607423,186.52570030212402
