symbol,cap,sector,spot_price_comparison,ma_50,ma_100,ma_200
AAON,6786389504.0,Industrials,True,75.6286003112793,67.98910007476806,65.3630668258667
ABNB,101879799808.0,Consumer Cyclical,True,144.64589965820312,135.93634963989257,133.50244998931885
ACIW,3493270016.0,Technology,True,30.389999923706053,27.476499958038332,25.334649991989135
ALRM,3772360960.0,Technology,True,64.84359992980957,60.575349998474124,57.651074962615965
AMAT,174696103936.0,Technology,True,171.58619903564454,158.43849884033204,149.50819931030273
AMD,327423688704.0,Technology,True,163.29395935058594,139.31367942810058,124.97853965759278
APP,21292732416.0,Technology,True,46.16927383422851,42.45103687286377,37.252493410110475
APPF,8684621824.0,Technology,True,203.60180145263672,196.45390090942382,185.2811008453369
ARCB,3343467264.0,Industrials,True,127.39419998168945,118.97049995422363,109.07019985198974
ASML,391015038976.0,Technology,True,831.7190014648437,742.3955010986328,709.0201504516601
ASO,5573219328.0,Consumer Cyclical,True,66.18490028381348,57.67860004425049,55.03427495956421
AVGO,648404795392.0,Technology,True,1193.0476538085939,1061.669926147461,951.7196145629882
AXON,23663904768.0,Industrials,True,261.22709991455076,242.21144958496095,219.33777519226075
BCPC,5063644160.0,Basic Materials,True,145.31569915771485,135.18274955749513,133.33337467193604
BPMC,5824416768.0,Healthcare,True,84.70179977416993,73.60529998779298,64.30607500076295
CASY,11386805248.0,Consumer Cyclical,True,283.34709899902344,278.54315063476565,262.07247482299806
CBAY,3699520512.0,Healthcare,True,26.049099807739257,21.67334994316101,16.779499983787538
CEG,53830225920.0,Utilities,True,125.49539962768554,121.54139961242676,110.01834980010986
CELH,18373754880.0,Consumer Defensive,True,58.075699996948245,55.80868339538574,54.375341701507566
CG,16516019200.0,Financial Services,True,41.69180000305176,36.81810009002685,34.00050004959107
COIN,49852928000.0,Financial Services,True,152.7386311340332,127.58271545410156,101.70725769042969
COOP,4630528000.0,Financial Services,True,67.3441000366211,62.95284996032715,57.78417491912842
CRNX,3074771712.0,Healthcare,True,37.24729995727539,33.74534996032715,27.377100005149842
CRSP,6723115008.0,Healthcare,True,69.220400390625,62.05310024261475,58.14535007476807
CRUS,5028360192.0,Technology,True,84.22659973144532,78.98979988098145,78.29565006256104
CVCO,3164120064.0,Consumer Cyclical,True,343.8739996337891,310.733599395752,294.7229002380371
CYBR,11104504832.0,Technology,True,237.1475994873047,209.9586489868164,183.9262744140625
DASH,51482230784.0,Communication Services,True,108.88580001831055,98.3978500366211,87.97497497558594
DRS,5998469120.0,Industrials,True,19.922400016784668,19.473700046539307,18.035050010681154
DUOL,9935843328.0,Technology,True,201.54519989013673,196.2874005126953,172.53440013885498
ENTG,20838868992.0,Technology,True,122.14949951171874,110.7275496673584,106.05412475585938
EQIX,85209415680.0,Real Estate,True,829.6361975097657,798.4290985107422,780.4618975830078
ERIE,21140283392.0,Financial Services,True,346.46590026855466,321.079651184082,284.15007583618166
ESGR,4613291520.0,Financial Services,True,282.9210009765625,270.6326007080078,260.8951505279541
ESLT,10023442432.0,Industrials,True,209.52019958496095,204.64020004272462,204.60910011291503
FANG,33043032064.0,Energy,True,160.36949981689452,158.95185012817382,150.3907250213623
FIVE,11083266048.0,Consumer Cyclical,True,193.23080047607422,187.82710052490233,185.791900100708
FORM,3383290112.0,Technology,True,40.76099990844727,38.44389999389649,35.63265000343323
FROG,4784833024.0,Technology,True,36.325400047302246,31.228100032806395,28.99720006942749
FRPT,5350820352.0,Consumer Defensive,True,89.36990005493163,77.90954986572265,73.34267482757568
GNTX,8509645312.0,Consumer Cyclical,True,33.627999801635745,32.07909990310669,31.35805003166199
HOOD,14499989504.0,Financial Services,True,12.40390001296997,10.938200011253358,10.693199994564056
HST,14950151168.0,Real Estate,True,19.77309986114502,18.328649940490724,17.530975003242492
IBKR,46048063488.0,Financial Services,True,93.25460006713867,87.22859985351562,86.4393998336792
ICLR,26852982784.0,Healthcare,True,278.041301574707,267.35825103759765,254.65257568359374
IOSP,3117701120.0,Basic Materials,True,120.27079986572265,112.2648998260498,107.3035998916626
IOVA,4683268608.0,Healthcare,True,9.763100070953369,7.327050054073334,7.114325023889542
ITRI,4247163136.0,Technology,True,75.8141000366211,69.93414985656739,69.14487497329712
KLAC,97039859712.0,Technology,True,611.0276013183594,563.850100402832,517.2249005126953
LAMR,11367091200.0,Real Estate,True,106.28035018920899,99.84717491149902,95.84253730773926
LECO,14443787264.0,Industrials,True,226.71660095214844,208.42660034179687,198.3622501373291
LIN,216328749056.0,Basic Materials,True,416.57659790039065,405.2729995727539,390.43004989624023
LNW,9202113536.0,Consumer Cyclical,True,84.8111996459961,82.76699966430664,76.2018997001648
LRCX,128681533440.0,Technology,True,835.3623999023438,753.1132025146485,697.0070523071289
MEDP,12434139136.0,Healthcare,True,325.13880249023435,295.75565032958986,269.13837547302245
META,1280568590336.0,Communication Services,True,411.7923950195312,367.40229766845704,329.1702990722656
MMYT,6767483392.0,Consumer Cyclical,True,52.20199951171875,46.95889980316162,39.71154990196228
MNDY,11051684864.0,Technology,True,204.1910009765625,180.53150131225587,174.16715087890626
MORN,12735215616.0,Financial Services,True,280.6664782714844,270.2199397277832,243.9407698059082
MPWR,35720826880.0,Technology,True,649.9744982910156,581.0005487060547,541.9588737487793
MRVL,67093843968.0,Technology,True,66.14060005187989,59.59610008239746,58.79865001678467
MSTR,18315198464.0,Technology,True,618.8742022705078,542.6141018676758,445.90365020751955
MTSI,6679179264.0,Technology,True,87.20879989624024,83.84829986572265,76.92969995498657
MU,105037037568.0,Technology,True,85.38179962158203,79.28310005187988,73.20585010528565
NFLX,268025593856.0,Communication Services,True,533.1750994873047,483.49484954833986,449.07417449951174
NTAP,21697124352.0,Technology,True,87.95719940185546,83.79579933166504,79.45139976501464
NTNX,15629236224.0,Technology,True,53.668800048828125,46.814800071716306,38.68232508659363
NTRA,10691737600.0,Healthcare,True,67.11560028076173,58.009300231933594,54.15500019073486
NUVL,5584772608.0,Healthcare,True,78.05059997558594,69.40520008087158,56.77404993057251
NVDA,2056974893056.0,Technology,True,621.7013928222656,541.1986965942383,484.31604873657227
NVMI,5329758208.0,Technology,True,146.81850036621094,129.95395011901854,122.37752513885498
NWS,15173353472.0,Communication Services,True,26.02220001220703,24.22410005569458,22.21064998626709
NWSA,15184668672.0,Communication Services,True,24.924599952697754,23.229999980926515,21.526649990081786
NXPI,66040762368.0,Technology,True,224.7867004394531,210.98435012817382,205.33342491149904
OKTA,17938278400.0,Technology,True,86.16116027832031,80.04548011779785,78.0992650604248
PAA,11629474816.0,Energy,True,15.66540008544922,15.514200019836426,15.00180000782013
PCAR,59298430976.0,Industrials,True,101.54600036621093,95.28680015563965,88.64845008850098
PEGA,5588912128.0,Technology,True,52.02930000305176,49.35544998168945,48.790674991607666
PI,3063821056.0,Technology,True,96.47140014648437,83.76600006103516,80.16472494125367
POOL,15603575808.0,Industrials,True,385.87729919433593,365.04375,360.4612255859375
PPC,7598623232.0,Consumer Defensive,True,28.23799991607666,26.83759994506836,25.238599996566773
QCOM,182008430592.0,Technology,True,147.51859985351564,134.75329986572265,124.9837999343872
QRVO,11549131776.0,Technology,True,108.7231999206543,101.47630004882812,101.02369995117188
RDNT,3011130112.0,Healthcare,True,37.06080024719238,34.1529501914978,32.503225049972535
SAIA,15408877568.0,Industrials,True,487.715703125,442.696051940918,406.8260260009766
SFM,6415828480.0,Consumer Defensive,True,51.66910018920898,47.43275005340576,42.704774913787844
SMCI,50646482944.0,Technology,True,540.4594635009765,406.91593154907224,333.1185655975342
SPT,3597200384.0,Technology,True,62.0036003112793,56.76140007019043,52.77532506942749
SRCL,4977333248.0,Industrials,True,49.35259994506836,46.81900012969971,45.643100070953366
STLD,21636417536.0,Basic Materials,True,120.43350067138672,115.43765022277832,109.19467525482177
STRL,3432134400.0,Industrials,True,82.61550003051758,76.33314975738526,70.02997491836548
STX,20356089856.0,Technology,True,86.33460037231445,80.08029983520508,71.8616499710083
TRIP,3745363968.0,Consumer Cyclical,True,22.65769989013672,19.861549978256225,18.063175020217894
TW,22822377472.0,Financial Services,True,97.46259994506836,93.6668000793457,85.12160015106201
TXRH,9997484032.0,Consumer Cyclical,True,128.8365495300293,117.21627479553223,112.23443752288819
ULTA,26707853312.0,Consumer Cyclical,True,503.40879638671873,459.1990975952148,449.3735484313965
VERX,5154957312.0,Technology,True,25.811800003051758,25.763799953460694,23.296500034332276
VKTX,8563587584.0,Healthcare,True,29.249600219726563,20.80695013999939,18.646950044631957
VNOM,6478162432.0,Energy,True,32.36930606842041,30.995502986907958,29.032576475143433
VRNS,5576305664.0,Technology,True,46.7465998840332,41.94390001296997,35.1406000328064
WDC,20952799232.0,Technology,True,54.913399887084964,50.18929992675781,45.599749908447265
WFRD,7975291904.0,Energy,True,96.6856004333496,94.68050025939941,86.01175004959106
WING,10745885696.0,Consumer Cyclical,True,285.82239990234376,249.43265045166015,215.13047538757326
WIX,7961397760.0,Technology,True,127.36600021362305,110.20484992980957,98.009375
WTW,27790796800.0,Financial Services,True,255.10899993896484,243.70440032958984,230.6726501464844
FTRE,3349536000.0,Healthcare,True,33.20789985656738,31.733549880981446,30.94635583047813
LLYVK,3649953792.0,Communication Services,True,36.82730400085449,35.27065212249756,34.540875694968484
LLYVA,3653573632.0,Communication Services,True,36.04250038146973,34.44865028381348,33.875863617272685
ARM,145596678144.0,Technology,True,90.92769943237305,73.84839977264404,71.0476920951126
