symbol,cap,sector,ma_50,ma_100,ma_200,spot_price_comparison
AAXJ,3082469888.0,Financial Services,93.75139999999999,92.5203,86.09035,True
ACMR,3478675456.0,Technology,38.4374,37.3465,31.014449999999997,True
ADI,147018645504.0,Technology,267.0444,255.0549,237.02359999999996,True
AEIS,9582069760.0,Industrials,216.326,195.7035,159.70159999999998,True
AIRR,8549594624.0,Financial Services,100.1596,97.869,88.40379999999999,True
ALHC,4502064128.0,Healthcare,19.0552,17.9888,16.56545,True
AMAT,260510056448.0,Technology,260.149,230.6284,199.5918,True
AMKR,11865284608.0,Technology,40.7454,34.8543,27.45775,True
AMZN,2556240592896.0,Consumer Cyclical,233.36759999999998,229.8947,219.22314999999998,True
APGE,4428909056.0,Healthcare,72.2608,58.4203,48.321850000000005,True
APLD,10456509440.0,Technology,28.221,26.812600000000003,18.067700000000002,True
ASML,526583136256.0,Technology,1099.85,1018.2559000000001,873.6680500000001,True
ASO,3908190976.0,Consumer Cyclical,50.462399999999995,50.2786,47.91295,True
ASTS,34577833984.0,Technology,73.2136,67.4734,52.3697,True
AXSM,8936648704.0,Healthcare,153.3412,138.5417,122.53385,True
BIDU,50709655552.0,Communication Services,127.913,124.61130000000001,105.8483,True
BKR,51065548800.0,Energy,48.018600000000006,47.550399999999996,43.49395,True
BTSG,7069810176.0,Healthcare,36.0054,32.3248,26.69435,True
CAMT,6678669312.0,Technology,113.5678,109.11970000000001,92.53995,True
CASY,23738034176.0,Consumer Cyclical,561.803,550.8213000000001,516.86545,True
CELC,4949173760.0,Healthcare,98.281,77.747,48.27355000000001,True
CENX,4440277504.0,Basic Materials,34.6458,31.1577,24.90345,True
CGON,4414859776.0,Healthcare,42.620200000000004,40.2084,32.556999999999995,True
CHRW,20764971008.0,Industrials,159.9678,146.0053,122.70294999999999,True
COHR,30022625280.0,Technology,172.2126,141.7381,112.0792,True
COMM,4207209984.0,Technology,18.173199999999998,17.0223,12.08865,True
CRNX,5739637760.0,Healthcare,47.1884,43.0578,36.78939999999999,True
CVCO,5524617216.0,Consumer Cyclical,596.9518,571.7491,516.18215,True
DLTR,28545298432.0,Consumer Defensive,119.02459999999999,108.3852,102.32,True
EMXC,13824930816.0,Financial Services,72.372,70.2595,65.33359999999999,True
EOSE,4162940160.0,Industrials,14.311,13.000399999999999,9.12905,True
ESLT,33947215872.0,Industrials,543.2044,518.5876999999999,471.48724999999996,True
FIVE,10848846848.0,Consumer Cyclical,174.5758,163.33010000000002,138.02460000000002,True
FLNC,3557484544.0,Utilities,20.6056,16.7048,11.4286,True
FORM,6070363648.0,Technology,57.713,47.8006,39.46485,True
FTAI,28075235328.0,Industrials,185.5832,177.4207,147.59985,True
GH,14508000256.0,Healthcare,102.8978,84.2424,65.6272,True
GOOG,3986421186560.0,Technology,310.0518,278.7169,227.3339,True
GOOGL,3982318108672.0,Technology,309.361,278.07579999999996,226.36325,True
GPCR,5102709248.0,Healthcare,53.798199999999994,39.649,30.18265,True
HUT,6444385280.0,Financial Services,46.017999999999994,42.5391,30.00525,True
IBKR,126734229504.0,Financial Services,66.73599999999999,66.6296,59.96315,True
IESC,9168439296.0,Industrials,409.1034,395.41200000000003,333.7793,True
ILMN,21644120064.0,Healthcare,131.7674,115.4585,101.98630000000001,True
INCY,20851433472.0,Healthcare,102.4654,94.73450000000001,81.39269999999999,True
INTC,223999197184.0,Technology,39.041399999999996,35.8012,28.566099999999995,True
KLAC,205999538176.0,Technology,1246.0882000000001,1148.2157,981.29215,True
KRYS,8265447424.0,Healthcare,233.65599999999998,202.57940000000002,174.51225000000002,True
LECO,14511503360.0,Industrials,240.52460000000002,239.29760000000002,222.9384,True
LQDA,3299738624.0,Healthcare,32.4458,28.520100000000003,22.490099999999998,True
LRCX,280044437504.0,Technology,171.28460000000004,151.3619,119.34209999999999,True
LSCC,11383363584.0,Technology,73.8328,71.8511,61.416399999999996,True
LUNR,3862218240.0,Industrials,12.970800000000002,11.81,10.995,True
MEDP,17207967744.0,Healthcare,583.3892000000001,551.9149000000001,446.07965,True
MIRM,4705809920.0,Healthcare,74.4932,73.9069,61.563849999999995,True
MKSI,13701900288.0,Technology,162.336,144.22119999999998,116.6459,True
MPWR,49496072192.0,Technology,945.202,941.1852,815.7617,True
MRCY,6191516160.0,Industrials,76.0382,75.7108,63.630050000000004,True
MTSI,16536209408.0,Technology,176.2988,154.8946,139.21679999999998,True
MU,408278499328.0,Technology,266.0782,220.12649999999996,161.37715,True
NDAQ,57941843968.0,Financial Services,92.92039999999999,91.5226,88.25200000000001,True
NDSN,15179530240.0,Industrials,241.13299999999998,235.08270000000002,220.63035,True
NVMI,13216103424.0,Technology,333.098,321.04290000000003,275.23295,True
ON,24673400832.0,Technology,53.5512,51.8613,49.83964999999999,True
OSIS,4957368320.0,Technology,269.2084,256.4479,237.10969999999998,True
PAAS,20237096960.0,Basic Materials,46.713,41.732299999999995,34.57355,True
PCAR,63738757120.0,Industrials,108.3716,103.38850000000001,98.96975,True
PCVX,6098910720.0,Healthcare,46.137,41.7946,37.46415,True
POWL,5098760192.0,Industrials,343.59399999999994,328.4293,265.26959999999997,True
PPTA,3927956480.0,Basic Materials,25.8148,23.5988,19.02415,True
PRAX,6707186176.0,Healthcare,238.4238,162.3587,102.64185000000002,True
QTUM,3189150720.0,Financial Services,111.09459999999999,108.2943,97.00775,True
QXO,16057273344.0,Industrials,20.425,20.043799999999997,19.0992,True
RGLD,17386131456.0,Basic Materials,212.93580000000003,200.93030000000002,186.41099999999997,True
RKLB,51439222784.0,Industrials,60.9366,58.130300000000005,45.082950000000004,True
RMBS,11625123840.0,Technology,96.9998,95.90900000000002,77.8567,True
RVMD,23252506624.0,Healthcare,81.22840000000001,64.24740000000001,51.09195,True
SAIA,9348636672.0,Industrials,316.5906,309.0678,299.5114,True
SANM,9681816576.0,Technology,158.6242,141.49960000000002,117.3029,True
SATS,35486765056.0,Technology,93.13359999999999,82.8918,53.81190000000001,True
SIMO,3787389184.0,Technology,93.69460000000001,92.51459999999999,78.163,True
SMH,42438184960.0,Financial Services,360.87739999999997,343.6725,299.13185,True
SMTC,7177406976.0,Technology,73.142,69.0572,55.12134999999999,True
SNDK,60617326592.0,Technology,258.74580000000003,187.9535,114.16494999999999,True
SOXX,20513951744.0,Financial Services,303.9976,289.12510000000003,253.3963,True
STX,69669027840.0,Technology,283.11740000000003,250.2918,186.3584,True
SYNA,3548876544.0,Technology,73.9466,71.8819,66.82235,True
TECH,10699678720.0,Healthcare,61.3398,59.402300000000004,55.490649999999995,True
TER,36291833856.0,Technology,194.05380000000002,164.87669999999997,126.47699999999999,True
TIGO,9809560576.0,Communication Services,52.6208,50.2039,43.59165,True
TMDX,4899572736.0,Healthcare,130.3692,123.87519999999999,118.8108,True
TSEM,14509362176.0,Technology,111.999,91.48200000000001,66.74520000000001,True
TTMI,10437436416.0,Technology,71.65140000000001,63.1583,48.673100000000005,True
ULTA,29749356544.0,Consumer Cyclical,579.8802,555.6339,502.18795,True
VIAV,4151498752.0,Technology,17.7788,15.3172,12.62565,True
VICR,6749001728.0,Technology,105.189,82.5288,64.0382,True
VSAT,6214026752.0,Technology,36.297399999999996,34.7233,24.296499999999995,True
VSEC,5010141184.0,Industrials,179.023,173.0243,152.6678,True
VTWO,14553586688.0,Financial Services,100.61580000000002,99.3099,92.07889999999999,True
WDC,75932631040.0,Technology,175.25439999999998,144.2331,100.56545,True
WFRD,6006672896.0,Energy,78.2076,72.0779,61.12535,True
WWD,19982530560.0,Industrials,295.57120000000003,272.6657,247.93810000000002,True
XLI,28376911872.0,Financial Services,155.7582,154.3466,148.27005,True
