symbol,cap,sector,ma_50,ma_100,ma_200,spot_price_comparison
AAL,10554742784.0,Industrials,14.318200000000001,13.3752,12.269849999999998,True
AAXJ,3068449536.0,Financial Services,93.3856,91.89540000000001,85.48960000000001,True
ACGL,35390078976.0,Financial Services,92.73219999999999,91.4633,91.34189999999998,True
ACMR,3385276672.0,Technology,37.3204,36.0884,30.3427,True
ACWI,25218310144.0,Financial Services,141.147,139.05820000000003,131.24155,True
ACWX,7880873472.0,Financial Services,66.7066,65.6709,62.2934,True
ADI,148773470208.0,Technology,260.5374,252.44030000000004,234.68095000000002,True
AEP,62572982272.0,Utilities,118.3774,115.44380000000001,110.6401,True
AIQ,6142569984.0,Financial Services,50.946000000000005,49.687000000000005,45.16165,True
AIRR,7327651840.0,Financial Services,99.0288,96.84849999999999,87.36264999999999,True
AKAM,12677404672.0,Technology,85.6182,80.9572,79.29785,True
ALHC,4157807616.0,Healthcare,18.5986,17.6707,16.47435,True
AMAT,239932768256.0,Technology,252.3332,223.1025,195.46235000000001,True
AMGN,175598551040.0,Healthcare,327.3534,307.6675,298.1644,True
AMKR,12925745152.0,Technology,39.157,33.5422,26.6715,True
AMZN,2644400144384.0,Consumer Cyclical,233.32119999999998,229.17,218.09625,True
APGE,4276471552.0,Healthcare,69.7804,56.2542,47.279250000000005,True
APLD,10516083712.0,Technology,27.887400000000003,25.764499999999998,17.2998,True
ASML,493757202432.0,Technology,1075.794,990.5815999999999,858.1463500000001,True
ASND,12232525824.0,Healthcare,207.0402,203.68829999999997,185.70739999999998,True
ASTS,29171781632.0,Technology,70.7104,64.7608,50.46165,True
AXSM,8538892800.0,Healthcare,149.1928,135.54840000000002,121.0748,True
AZN,293468667904.0,Healthcare,89.74779999999998,85.3855,78.27275,True
BBIO,14717019136.0,Healthcare,70.78020000000001,61.873400000000004,50.85355,True
BIDU,48678285312.0,Communication Services,125.22219999999999,121.5547,104.45785,True
BIIB,27524280320.0,Healthcare,171.3942,157.5266,142.42895000000001,True
BKR,49309089792.0,Energy,47.804,47.22839999999999,43.3381,True
BRKR,8261612544.0,Healthcare,45.5404,39.8988,39.31195,True
BTSG,6768621568.0,Healthcare,35.416,31.573199999999996,26.174649999999996,True
CASY,22049894400.0,Consumer Cyclical,551.7282,545.1345,512.17645,True
CDTX,5613776384.0,Healthcare,185.09240000000003,133.0168,83.6802,True
CELC,4974543360.0,Healthcare,95.1382,74.893,45.84945,True
CENX,4264775680.0,Basic Materials,32.843199999999996,29.886999999999997,24.18515,True
CFLT,10620545024.0,Technology,26.1556,23.294900000000002,22.9386,True
CGON,4063131136.0,Healthcare,41.421800000000005,38.806400000000004,31.84115,True
CHRW,20174286848.0,Industrials,157.4466,143.5045,120.90535,True
CINF,25467252736.0,Financial Services,163.52,159.7769,152.60925,True
COLB,6279347712.0,Financial Services,27.851800000000004,26.957800000000002,25.34575,True
CRNX,5052948480.0,Healthcare,45.93919999999999,41.7721,36.243399999999994,True
CVCO,5338307584.0,Consumer Cyclical,580.3364,562.4081,512.0554,True
CYTK,7437325312.0,Healthcare,63.5762,57.5666,46.6162,True
DAVE,3232264192.0,Technology,216.5666,215.27700000000002,195.50599999999997,True
DGRW,16042752000.0,Financial Services,89.35,88.8983,85.1867,True
DLTR,27779801088.0,Consumer Defensive,115.14679999999998,107.06,100.68629999999999,True
DVY,25492531200.0,Financial Services,141.565,141.3365,136.65455,True
EA,50903801856.0,Technology,202.67820000000003,193.55879999999996,172.42225000000002,True
EMB,16756568064.0,Financial Services,96.28399999999999,95.677,93.3143,True
EMXC,13781643264.0,Financial Services,71.9276,69.62679999999999,64.80324999999999,True
ENSG,10000221184.0,Healthcare,179.205,176.4815,159.87175000000002,True
ESGU,15600229376.0,Financial Services,148.74020000000002,146.4475,137.80200000000002,True
ESLT,31672135680.0,Industrials,519.0588,505.4795,463.26865000000004,True
EWBC,16159429632.0,Financial Services,108.9586,106.92,100.42745000000001,True
EXAS,19347568640.0,Healthcare,90.79679999999999,72.86319999999999,61.3722,True
EXEL,11807724544.0,Healthcare,42.677800000000005,40.7268,40.548049999999996,True
EXPE,34673295360.0,Consumer Cyclical,264.1012,240.88350000000003,205.83219999999997,True
FCNCA,27049693184.0,Financial Services,1974.7028,1913.7221,1898.9282,True
FER,47840980992.0,Industrials,65.03280000000001,61.7374,56.00235,True
FITB,32568211456.0,Financial Services,45.145199999999996,44.6602,41.9896,True
FIVE,10770369536.0,Consumer Cyclical,170.45019999999997,160.4111,134.94995,True
FORM,5303677952.0,Technology,55.6888,45.514799999999994,38.336200000000005,True
FOX,29988847616.0,Communication Services,61.44559999999999,57.7232,53.702299999999994,True
FOXA,33266761728.0,Communication Services,68.83099999999999,64.3079,59.1291,True
FTAI,25205243904.0,Industrials,176.99960000000002,171.752,143.9729,True
FYBR,9552898048.0,Communication Services,37.9684,37.6423,37.02715,True
GEHC,39865335808.0,Healthcare,79.9314,77.4639,74.57635,True
GH,13677583360.0,Healthcare,101.04939999999999,81.7869,63.9873,True
GILD,150246309888.0,Healthcare,122.8766,119.24519999999998,114.11115,True
GMAB,21103923200.0,Healthcare,31.2194,30.0665,25.524549999999998,True
GOOG,3971940089856.0,Technology,304.6938,272.219,223.00099999999998,True
GOOGL,3965061431296.0,Technology,304.002,271.5635,221.9977,True
GRID,3303671040.0,Financial Services,153.6124,151.4133,140.6252,True
HAS,12170027008.0,Consumer Cyclical,80.70679999999999,78.7906,73.27820000000001,True
HOLX,16689140736.0,Healthcare,74.5966,71.2593,66.68469999999999,True
HSIC,9518770176.0,Healthcare,73.7888,70.15939999999999,69.7321,True
HST,12677499904.0,Real Estate,17.666,17.3051,16.2574,True
HTHT,15191878656.0,Consumer Cyclical,45.9744,41.800200000000004,38.0861,True
HUT,6486519296.0,Financial Services,45.1458,40.6852,28.82615,True
IBB,8602156032.0,Financial Services,167.31,156.47480000000002,141.45915,True
IBKR,121741565952.0,Financial Services,66.57719999999999,66.1569,59.22225,True
IDXX,56961945600.0,Healthcare,702.2362,670.2885000000001,589.7752,True
IGF,8948318208.0,Financial Services,61.7104,61.3787,59.58285,True
ILMN,21555496960.0,Healthcare,128.3868,113.25540000000001,100.3832,True
IMVT,4563075584.0,Healthcare,24.472400000000004,20.504499999999997,18.1439,True
INCY,20981006336.0,Healthcare,101.537,93.74279999999999,80.27690000000001,True
INDV,4425028096.0,Healthcare,33.6936,28.8461,21.34565,True
INTC,217284378624.0,Technology,38.2948,34.664699999999996,27.9619,True
IONS,12760336384.0,Healthcare,77.7224,69.9297,52.90964999999999,True
IRTC,5781004800.0,Healthcare,177.635,176.6369,155.23590000000002,True
IUSG,26649188352.0,Financial Services,167.66240000000002,165.03979999999999,153.31905,True
IUSV,24683651072.0,Financial Services,102.12819999999999,100.7604,96.5491,True
IXUS,52281192448.0,Financial Services,84.31380000000001,83.2026,78.91525,True
JBHT,19701614592.0,Industrials,183.5032,163.995,152.9145,True
JEPQ,32740458496.0,Financial Services,58.3556,57.596199999999996,55.14475,True
KBWB,5934559744.0,Financial Services,81.3288,79.09660000000001,72.9743,True
KLAC,183949279232.0,Technology,1219.164,1117.8104,961.4128,True
KRYS,7580236288.0,Healthcare,224.653,195.6782,171.94099999999997,True
LNT,16713630720.0,Utilities,66.40220000000001,66.329,64.2852,True
LQDA,3064303360.0,Healthcare,31.0806,27.9546,21.9054,True
LRCX,274266718208.0,Technology,165.52779999999998,145.5144,115.76754999999999,True
LSCC,11599499264.0,Technology,72.5008,70.7535,60.702099999999994,True
LUNR,3321722368.0,Industrials,12.1646,11.272,10.707199999999998,True
MAR,88067694592.0,Consumer Cyclical,297.54200000000003,281.726,269.51545000000004,True
MAT,6983094784.0,Consumer Cyclical,20.0072,18.9642,18.5579,True
MBB,39025242112.0,Financial Services,95.3064,95.1874,94.03960000000001,True
MEDP,16760092672.0,Healthcare,581.0966,544.5010000000001,438.5597,True
MKSI,12498579456.0,Technology,156.90279999999998,139.54309999999998,113.82449999999999,True
MNST,75562647552.0,Consumer Defensive,73.3316,69.6246,65.29684999999999,True
MU,386332786688.0,Technology,254.2864,208.8507,155.03015,True
NDAQ,56417374208.0,Financial Services,91.50319999999999,91.23929999999999,87.65705,True
NDSN,14582218752.0,Industrials,237.51960000000003,232.7461,219.02364999999998,True
NTRA,32338626560.0,Healthcare,224.58039999999997,198.4612,175.81585000000004,True
NTRS,27561965568.0,Financial Services,133.8752,131.6832,121.18130000000001,True
NVMI,11627368448.0,Technology,325.3714,312.5337,269.4728,True
ON,25421821952.0,Technology,52.58560000000001,51.3763,49.396049999999995,True
ONB,9093287936.0,Financial Services,21.895599999999998,21.883900000000004,21.505499999999998,True
OSIS,4685442560.0,Technology,267.5494,253.5363,234.95234999999997,True
PAAS,19896145920.0,Basic Materials,44.6104,40.5349,33.8271,True
PCAR,62393565184.0,Industrials,106.1644,102.35870000000001,98.42035,True
PCVX,6028171776.0,Healthcare,45.791599999999995,41.021,37.68305,True
PFG,20310847488.0,Financial Services,86.51979999999999,83.7485,80.7972,True
PPTA,3617181184.0,Basic Materials,25.0002,22.8951,18.509,True
PRAX,6098307072.0,Healthcare,228.0086,149.98,96.23895,True
QQQ,411220508672.0,Financial Services,616.7746,604.8276,561.92785,True
QQQM,70050922496.0,Financial Services,253.9314,249.00239999999997,231.33875,True
QYLD,8239141376.0,Financial Services,17.538999999999998,17.252,16.8773,True
RDNT,6032862720.0,Healthcare,76.9034,75.8504,65.7958,True
RDVY,19073189888.0,Financial Services,68.8074,67.65299999999999,64.0706,True
REGN,82269528064.0,Healthcare,730.6782000000001,654.3507,607.63895,True
RGEN,9390423040.0,Healthcare,159.702,146.8071,136.1667,True
RGLD,16079811584.0,Basic Materials,204.81099999999998,196.76769999999996,184.06690000000003,True
RKLB,43526635520.0,Industrials,58.0292,55.7443,43.278800000000004,True
RNA,9498221568.0,Healthcare,71.2934,59.0516,45.64255,True
ROIV,15286905856.0,Healthcare,21.073799999999995,17.9721,14.49475,True
ROKU,16425975808.0,Communication Services,103.93960000000001,100.58609999999999,88.46689999999998,True
ROST,62261317632.0,Consumer Cyclical,174.138,162.65919999999997,150.28865,True
RPRX,17438246912.0,Healthcare,39.051,37.6053,35.89145,True
RVMD,22935461888.0,Healthcare,75.0632,60.0471,48.993249999999996,True
RYAAY,14735122432.0,Industrials,67.4464,64.0268,59.1148,True
SAIA,9776783360.0,Industrials,309.31100000000004,306.4086,299.642,True
SATS,34545401856.0,Technology,87.98920000000003,78.036,51.314499999999995,True
